pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
77.0,8.65,5,6,3,1430808300,41.9867118,-87.663416405,41.96581197,-87.655878786,2.4,,,Cash,,720.0,3.0,0.0
32.0,13.05,12,14,4,1449670500,41.878865584,-87.625192142,41.922686284,-87.649488729,4.7,,,Cash,Northwest Management LLC,840.0,7.0,0.0
28.0,5.65,7,19,5,1406834100,41.879255084,-87.642648998,41.880994471,-87.632746489,0.8,,17031839100.0,Credit Card,,360.0,32.0,2.0
32.0,10.45,3,19,6,1364586300,41.880994471,-87.632746489,41.899506548,-87.679600287,0.0,,17031242300.0,Cash,Taxi Affiliation Services,660.0,24.0,0.0
14.0,3.25,5,17,2,1369070100,41.968069,-87.721559063,41.968069,-87.721559063,0.0,,,Cash,Taxi Affiliation Services,0.0,14.0,0.0
28.0,12.25,9,16,6,1409934600,41.870415,-87.675085621,41.885300022,-87.642808466,0.0,,17031280100.0,Cash,Taxi Affiliation Services,1440.0,28.0,0.0
8.0,9.45,9,10,2,1410777000,41.892507781,-87.626214906,41.859349715,-87.617358006,2.7,,17031330100.0,Cash,,660.0,33.0,0.0
8.0,14.25,5,11,6,1463743800,41.899602111,-87.633308037,41.901206994,-87.676355989,3.4,,,Cash,Dispatch Taxi Affiliation,1260.0,24.0,0.0
6.0,7.65,10,1,7,1414201500,41.945170453,-87.668794439,41.926811182,-87.642605247,2.0,,17031070103.0,Cash,Taxi Affiliation Services,540.0,7.0,0.0
28.0,7.05,7,15,3,1436282100,41.879255084,-87.642648998,41.892507781,-87.626214906,1.6,,17031081500.0,Cash,,540.0,8.0,0.0
32.0,7.85,5,17,7,1368897300,41.880994471,-87.632746489,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
7.0,10.85,2,12,2,1422878400,41.922686284,-87.649488729,41.874005383,-87.66351755,3.3,,,Cash,,960.0,28.0,0.0
6.0,5.45,9,2,7,1443234600,41.944226601,-87.655998182,41.944226601,-87.655998182,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,300.0,6.0,2.0
8.0,6.65,2,19,5,1424978100,41.892507781,-87.626214906,41.879255084,-87.642648998,1.5,,17031281900.0,Credit Card,,420.0,28.0,2.0
6.0,17.45,3,17,7,1363455000,41.944226601,-87.655998182,41.899602111,-87.633308037,1.4,,,Credit Card,Northwest Management LLC,1740.0,8.0,2.58
28.0,8.85,4,9,4,1398244500,41.879255084,-87.642648998,41.899155613,-87.626210532,2.2,,17031081201.0,Cash,Northwest Management LLC,780.0,8.0,0.0
28.0,7.05,8,9,4,1438767000,41.885300022,-87.642808466,41.897983898,-87.641491533,0.0,,17031081900.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
28.0,5.85,3,11,1,1394365500,41.88528132,-87.6572332,41.87866742,-87.671653621,1.1,,17031838100.0,Cash,,360.0,28.0,0.0
32.0,5.85,12,12,4,1418818500,41.880994471,-87.632746489,41.89503345,-87.619710672,1.0,,17031081401.0,Cash,,360.0,8.0,0.0
8.0,7.65,6,10,4,1433326500,41.899155613,-87.626210532,41.89830587,-87.653613982,1.8,,17031842300.0,Credit Card,,480.0,24.0,3.0
32.0,24.65,10,8,1,1445157900,41.878865584,-87.625192142,42.001571027,-87.695012589,11.1,,,Cash,,1380.0,2.0,0.0
11.0,3.25,10,11,5,1382008500,41.985916382,-87.768970241,41.985916382,-87.768970241,0.0,,17031110100.0,No Charge,Choice Taxi Association,0.0,11.0,0.0
6.0,8.85,4,10,1,1398595500,41.944226601,-87.655998182,41.938666196,-87.711210593,2.5,,,Cash,Taxi Affiliation Services,540.0,21.0,0.0
8.0,13.45,11,10,3,1447150500,41.892507781,-87.626214906,41.859349715,-87.617358006,3.1,,17031330100.0,Credit Card,,1380.0,33.0,3.0
32.0,19.65,5,7,5,1368689400,41.884987192,-87.620992913,,,0.0,,,Cash,Dispatch Taxi Affiliation,0.0,,0.0
32.0,10.85,7,15,5,1406214000,41.880994471,-87.632746489,41.891971508,-87.612945414,2.0,,17031081402.0,No Charge,Dispatch Taxi Affiliation,1080.0,8.0,0.0
39.0,15.25,10,13,5,1412859600,41.808916283,-87.596183344,41.878865584,-87.625192142,6.0,,,Cash,Taxi Affiliation Services,840.0,32.0,0.0
76.0,53.05,10,18,6,1445019300,41.980264315,-87.913624596,41.794090253,-87.592310855,25.3,,,Cash,,4740.0,41.0,0.0
32.0,7.45,11,19,2,1384196400,41.880994471,-87.632746489,41.867902418,-87.642958665,0.0,,17031841900.0,Credit Card,Taxi Affiliation Services,540.0,28.0,3.0
24.0,7.05,12,1,1,1387070100,41.899589796,-87.674719134,41.892658108,-87.652534484,0.1,,17031243500.0,Credit Card,Taxi Affiliation Services,480.0,24.0,2.0
8.0,8.05,3,9,3,1394531100,41.900221297,-87.629105186,41.885300022,-87.642808466,1.6,,17031280100.0,Credit Card,Taxi Affiliation Services,720.0,28.0,2.0
8.0,5.25,10,15,7,1445698800,41.899155613,-87.626210532,41.892042136,-87.63186395,0.6,,17031081700.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,8.0,0.0
28.0,5.5,10,8,2,1475484300,41.885300022,-87.642808466,41.88528132,-87.6572332,0.0,,17031833000.0,Credit Card,Blue Ribbon Taxi Association Inc.,300.0,28.0,1.0
24.0,21.65,9,3,1,1380426300,41.901206994,-87.676355989,41.9867118,-87.663416405,0.6,,,Cash,Taxi Affiliation Services,1260.0,77.0,0.0
8.0,6.05,11,8,6,1416559500,41.892042136,-87.63186395,41.880994471,-87.632746489,0.9,,17031839100.0,Credit Card,Taxi Affiliation Services,360.0,32.0,2.0
8.0,11.25,4,19,2,1397502000,41.892507781,-87.626214906,41.856309817,-87.644209287,0.2,,17031310200.0,Credit Card,Taxi Affiliation Services,840.0,31.0,2.25
7.0,10.05,9,19,1,1441567800,41.914616286,-87.631717366,41.962178629,-87.645378762,3.6,,17031031400.0,Credit Card,Dispatch Taxi Affiliation,300.0,3.0,3.0
8.0,7.5,10,23,7,1475969400,41.904935302,-87.649907226,41.926811182,-87.642605247,1.6,,17031070103.0,Cash,Taxi Affiliation Services,540.0,7.0,0.0
76.0,33.0,3,14,3,1425393900,41.97907082,-87.903039661,41.97907082,-87.903039661,0.0,,17031980000.0,Credit Card,,0.0,76.0,0.0
6.0,3.25,6,1,2,1465175700,41.944226601,-87.655998182,41.944226601,-87.655998182,0.0,,,Cash,Choice Taxi Association,0.0,6.0,0.0
24.0,11.45,2,9,5,1424942100,41.901206994,-87.676355989,41.874005383,-87.66351755,3.2,,,Credit Card,Northwest Management LLC,1080.0,28.0,3.0
11.0,3.25,1,1,7,1357348500,41.978829526,-87.771166703,41.978829526,-87.771166703,0.0,,,Cash,Taxi Affiliation Services,0.0,11.0,0.0
56.0,24.45,9,22,2,1409611500,41.785998518,-87.750934289,41.89321636,-87.63784421,11.6,,17031081800.0,Credit Card,Taxi Affiliation Services,960.0,8.0,5.25
8.0,9.05,5,21,2,1399929300,41.89503345,-87.619710672,41.88528132,-87.6572332,0.0,,17031833000.0,Cash,Dispatch Taxi Affiliation,600.0,28.0,0.0
8.0,9.85,4,20,4,1429735500,41.904935302,-87.649907226,41.863422684,-87.653756619,3.3,,17031283800.0,Cash,Choice Taxi Association,600.0,28.0,0.0
32.0,4.25,5,12,1,1431864900,41.880994471,-87.632746489,41.880994471,-87.632746489,0.6,,17031839100.0,Cash,,120.0,32.0,0.0
8.0,17.25,12,23,2,1482793200,41.899602111,-87.633308037,41.9867118,-87.663416405,6.0,,,Cash,,540.0,77.0,0.0
6.0,5.45,8,16,6,1377273600,41.944226601,-87.655998182,41.944226601,-87.655998182,0.0,,,Credit Card,Northwest Management LLC,300.0,6.0,1.0
7.0,6.25,12,22,3,1387319400,41.921778188,-87.651061884,41.936159071,-87.661265218,1.5,,17031062800.0,Cash,,360.0,6.0,0.0
6.0,7.05,7,8,5,1373531400,41.944226601,-87.655998182,41.922686284,-87.649488729,0.19,,,Cash,,420.0,7.0,0.0
6.0,6.65,7,1,1,1374973200,41.934659157,-87.646729729,41.914585709,-87.645966207,0.0,,17031071800.0,Cash,Taxi Affiliation Services,540.0,7.0,0.0
32.0,8.85,6,11,5,1402571700,41.880994471,-87.632746489,41.884987192,-87.620992913,1.04,,17031320100.0,Cash,,840.0,32.0,0.0
6.0,5.25,3,20,4,1394654400,41.944226601,-87.655998182,41.944226601,-87.655998182,0.8,,,Credit Card,,300.0,6.0,2.0
3.0,7.65,10,17,6,1382720400,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Choice Taxi Association,660.0,3.0,0.0
6.0,13.25,5,18,6,1400264100,41.949220914,-87.651970395,41.928619051,-87.685362024,0.2,,17031830900.0,Cash,Taxi Affiliation Services,1380.0,22.0,0.0
7.0,13.05,10,6,1,1444543200,41.922686284,-87.649488729,41.878865584,-87.625192142,4.2,,,Cash,,1200.0,32.0,0.0
7.0,9.45,11,0,7,1385164800,41.922686284,-87.649488729,41.947791586,-87.683834942,2.7,,,Cash,Taxi Affiliation Services,780.0,5.0,0.0
32.0,11.5,5,21,3,1464728400,41.880994471,-87.632746489,41.912431869,-87.670189148,3.5,,17031240200.0,Cash,Dispatch Taxi Affiliation,480.0,24.0,0.0
33.0,11.25,11,16,1,1478449800,41.859349715,-87.617358006,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,720.0,8.0,0.0
8.0,53.65,9,10,6,1379067300,41.892042136,-87.63186395,,,0.0,,,Cash,Northwest Management LLC,2160.0,,0.0
32.0,6.85,1,18,5,1388688300,41.880994471,-87.632746489,41.89503345,-87.619710672,1.6,,17031081401.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0
8.0,12.05,5,14,6,1432303200,41.898331794,-87.620762865,41.879255084,-87.642648998,2.6,,17031281900.0,Cash,Dispatch Taxi Affiliation,1380.0,28.0,0.0
28.0,6.65,4,8,3,1367309700,41.879255084,-87.642648998,41.880994471,-87.632746489,1.1,,17031839100.0,Credit Card,,540.0,32.0,3.0
24.0,4.85,3,19,7,1426967100,41.892658108,-87.652534484,41.88528132,-87.6572332,0.5,,17031833000.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
8.0,12.25,7,13,2,1373895900,41.892507781,-87.626214906,41.859349715,-87.617358006,3.6,,17031330100.0,Cash,,960.0,33.0,0.0
32.0,5.25,7,8,6,1373617800,41.880994471,-87.632746489,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Northwest Management LLC,300.0,32.0,1.5
8.0,10.85,11,17,4,1417023900,41.899602111,-87.633308037,41.944226601,-87.655998182,3.6,,,Credit Card,Taxi Affiliation Services,600.0,6.0,0.0
32.0,7.85,8,19,1,1376248500,41.880994471,-87.632746489,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Taxi Affiliation Services,720.0,28.0,0.0
28.0,7.05,10,9,5,1382002200,41.879255084,-87.642648998,41.892042136,-87.63186395,0.0,,17031081700.0,Cash,Choice Taxi Association,600.0,8.0,0.0
6.0,6.05,2,18,1,1361729700,41.944226601,-87.655998182,41.947791586,-87.683834942,1.5,,,Cash,,300.0,5.0,0.0
28.0,6.45,1,14,2,1390833000,41.88528132,-87.6572332,41.877406123,-87.621971652,0.0,,17031320400.0,Credit Card,Taxi Affiliation Services,420.0,32.0,1.0
33.0,5.65,7,9,2,1404723600,41.859349715,-87.617358006,41.877406123,-87.621971652,1.1,,17031320400.0,Credit Card,Northwest Management LLC,360.0,32.0,3.0
8.0,5.25,7,10,3,1374573600,41.892042136,-87.63186395,41.892507781,-87.626214906,0.6,,17031081500.0,Credit Card,,300.0,8.0,2.0
22.0,11.05,3,16,7,1396110600,41.92276062,-87.699155343,41.922686284,-87.649488729,0.1,,,Cash,Taxi Affiliation Services,960.0,7.0,0.0
8.0,5.05,6,18,7,1434825000,41.89321636,-87.63784421,41.892042136,-87.63186395,0.8,,17031081700.0,Cash,Northwest Management LLC,300.0,8.0,0.0
8.0,7.45,11,16,7,1383409800,41.899155613,-87.626210532,41.890922026,-87.618868355,0.0,,17031081403.0,Credit Card,Taxi Affiliation Services,660.0,8.0,2.0
33.0,9.85,9,14,3,1443535200,41.849246754,-87.624135298,41.879255084,-87.642648998,2.9,,17031281900.0,Credit Card,Dispatch Taxi Affiliation,840.0,28.0,3.0
8.0,7.25,5,9,2,1400490000,41.900265687,-87.63210922,41.880994471,-87.632746489,1.5,,17031839100.0,Cash,Dispatch Taxi Affiliation,540.0,32.0,0.0
28.0,5.05,4,9,5,1398330900,41.879255084,-87.642648998,41.879066994,-87.657005027,0.9,,17031833100.0,Cash,,180.0,28.0,0.0
8.0,8.25,9,0,2,1411345800,41.892072635,-87.628874157,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Taxi Affiliation Services,480.0,33.0,0.0
28.0,5.85,8,14,6,1408112100,41.885300022,-87.642808466,41.880994471,-87.632746489,1.0,,17031839100.0,Credit Card,KOAM Taxi Association,360.0,32.0,1.0
22.0,8.45,10,22,3,1413928800,41.92276062,-87.699155343,41.944226601,-87.655998182,2.3,,,Cash,Taxi Affiliation Services,600.0,6.0,0.0
8.0,9.85,7,14,6,1406299500,41.89503345,-87.619710672,41.880994471,-87.632746489,1.9,,17031839100.0,Cash,Taxi Affiliation Services,900.0,32.0,0.0
8.0,7.65,1,14,5,1388671200,41.899155613,-87.626210532,41.880994471,-87.632746489,1.9,,17031839100.0,Credit Card,Taxi Affiliation Services,480.0,32.0,2.0
8.0,4.85,2,11,2,1392636600,41.892072635,-87.628874157,41.880994471,-87.632746489,0.8,,17031839100.0,Cash,Dispatch Taxi Affiliation,300.0,32.0,0.0
8.0,6.25,11,14,4,1384353900,41.892042136,-87.63186395,41.885300022,-87.642808466,1.0,,17031280100.0,Cash,Taxi Affiliation Services,540.0,28.0,0.0
41.0,7.45,5,12,6,1432902600,41.794090253,-87.592310855,41.794090253,-87.592310855,1.7,,,Cash,Taxi Affiliation Services,600.0,41.0,0.0
32.0,8.45,2,10,4,1423649700,41.880994471,-87.632746489,41.892658108,-87.652534484,0.1,,17031243500.0,Cash,Taxi Affiliation Services,660.0,24.0,0.0
76.0,3.25,6,19,3,1401824700,41.97907082,-87.903039661,41.97907082,-87.903039661,0.0,,17031980000.0,Cash,Taxi Affiliation Services,0.0,76.0,0.0
32.0,5.85,1,17,3,1421775900,41.880994471,-87.632746489,41.867902418,-87.642958665,1.0,,17031841900.0,Credit Card,,360.0,28.0,2.0
32.0,6.05,3,13,3,1425390300,41.884987192,-87.620992913,41.89321636,-87.63784421,0.9,,17031081800.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
28.0,5.25,11,19,2,1416250800,41.88528132,-87.6572332,41.885300022,-87.642808466,0.0,,17031280100.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
28.0,0.0,11,2,4,1415759400,41.874005383,-87.66351755,41.878865584,-87.625192142,3.5,,,Cash,Taxi Affiliation Services,720.0,32.0,0.0
7.0,7.45,9,23,6,1379115000,41.914585709,-87.645966207,41.938391258,-87.63857492,0.1,,17031063200.0,Cash,Taxi Affiliation Services,480.0,6.0,0.0
32.0,4.45,6,9,6,1402652700,41.880994471,-87.632746489,41.879255084,-87.642648998,0.5,,17031281900.0,Cash,,180.0,28.0,0.0
28.0,7.65,7,10,5,1438252200,41.885300022,-87.642808466,41.884987192,-87.620992913,1.3,,17031320100.0,Cash,,720.0,32.0,0.0
8.0,8.05,8,22,1,1376258400,41.892042136,-87.63186395,41.870607372,-87.622172937,0.0,,17031320600.0,Credit Card,Northwest Management LLC,660.0,32.0,2.0
28.0,4.5,2,20,2,1454964300,41.879066994,-87.657005027,41.879255084,-87.642648998,0.5,,17031281900.0,Credit Card,,120.0,28.0,3.0
8.0,5.25,9,0,6,1442534400,41.89321636,-87.63784421,41.900221297,-87.629105186,0.9,,17031081100.0,Cash,Dispatch Taxi Affiliation,240.0,8.0,0.0
32.0,5.45,2,7,2,1424677500,41.884987192,-87.620992913,41.879255084,-87.642648998,0.9,,17031281900.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
76.0,31.65,3,0,2,1425257100,41.97907082,-87.903039661,41.929077655,-87.646293476,15.5,,17031070200.0,Credit Card,Dispatch Taxi Affiliation,1320.0,7.0,4.0
8.0,5.65,9,11,2,1379936700,41.890922026,-87.618868355,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Blue Ribbon Taxi Association Inc.,420.0,32.0,1.0
76.0,70.0,6,16,6,1371225600,41.97907082,-87.903039661,41.97907082,-87.903039661,0.0,,17031980000.0,Credit Card,,0.0,76.0,0.0
33.0,3.5,9,7,4,1474443900,41.857183858,-87.620334624,41.857183858,-87.620334624,0.0,,,Cash,Taxi Affiliation Services,60.0,33.0,0.0
21.0,3.25,10,15,2,1445266800,41.942859303,-87.717503858,41.942859303,-87.717503858,0.0,,17031831100.0,Cash,Taxi Affiliation Services,60.0,21.0,0.0
32.0,8.05,10,13,7,1413639900,41.884987192,-87.620992913,41.879066994,-87.657005027,1.3,,17031833100.0,Credit Card,Northwest Management LLC,720.0,28.0,1.5
7.0,3.25,5,18,4,1432144800,41.928967266,-87.656156831,41.928967266,-87.656156831,0.0,,17031070400.0,Cash,Blue Ribbon Taxi Association Inc.,60.0,7.0,0.0
8.0,5.65,7,12,5,1373544000,41.89503345,-87.619710672,41.892042136,-87.63186395,0.08,,17031081700.0,Credit Card,,420.0,8.0,2.0
8.0,7.05,3,13,7,1394888400,41.892507781,-87.626214906,41.870607372,-87.622172937,1.2,,17031320600.0,Cash,Dispatch Taxi Affiliation,540.0,32.0,0.0
32.0,10.45,9,19,6,1411759800,41.880994471,-87.632746489,41.898331794,-87.620762865,2.8,,17031081300.0,Cash,Dispatch Taxi Affiliation,1080.0,8.0,0.0
6.0,11.45,5,23,2,1399332600,41.942691844,-87.651770507,41.899155613,-87.626210532,0.0,,17031081201.0,Credit Card,Blue Ribbon Taxi Association Inc.,660.0,8.0,2.45
24.0,5.45,6,0,1,1402187400,41.912431869,-87.670189148,41.899506548,-87.679600287,0.0,,17031242300.0,Cash,Taxi Affiliation Services,360.0,24.0,0.0
28.0,6.25,8,2,7,1377915300,41.867902418,-87.642958665,41.880994471,-87.632746489,1.2,,17031839100.0,Cash,,300.0,32.0,0.0
8.0,7.65,11,20,1,1448828100,41.89503345,-87.619710672,41.89503345,-87.619710672,1.7,,17031081401.0,Cash,Choice Taxi Association,540.0,8.0,0.0
14.0,22.85,10,1,6,1381453200,41.968069,-87.721559063,41.899602111,-87.633308037,0.0,,,Cash,Northwest Management LLC,1320.0,8.0,0.0
8.0,5.05,7,12,5,1436445000,41.907520075,-87.6266589,41.892507781,-87.626214906,0.8,,17031081500.0,Cash,,180.0,8.0,0.0
32.0,40.45,6,18,6,1433527200,41.884987192,-87.620992913,41.97907082,-87.903039661,17.6,,17031980000.0,Credit Card,Northwest Management LLC,3660.0,76.0,5.0
32.0,41.05,7,13,6,1373029200,41.878865584,-87.625192142,,,0.0,,,Cash,Taxi Affiliation Services,2940.0,,0.0
32.0,5.85,1,1,6,1357262100,41.880994471,-87.632746489,41.89321636,-87.63784421,0.6,,17031081800.0,Cash,Northwest Management LLC,300.0,8.0,0.0
8.0,6.05,12,23,5,1450395000,41.892507781,-87.626214906,41.902788048,-87.62614559,0.0,,17031081202.0,Cash,Choice Taxi Association,420.0,8.0,0.0
32.0,21.25,9,20,6,1380312900,41.877406123,-87.621971652,41.979795551,-87.671445547,0.0,,17031030900.0,No Charge,Northwest Management LLC,1500.0,77.0,0.0
8.0,7.75,11,23,2,1478559600,41.892507781,-87.626214906,41.870607372,-87.622172937,1.7,,17031320600.0,Credit Card,Northwest Management LLC,420.0,32.0,4.0
77.0,5.65,1,17,7,1389459600,41.9867118,-87.663416405,41.9867118,-87.663416405,0.9,,,Cash,KOAM Taxi Association,300.0,77.0,0.0
8.0,6.85,12,2,6,1417744800,41.892042136,-87.63186395,41.87101588,-87.631406525,1.4,,17031839000.0,Credit Card,Northwest Management LLC,420.0,32.0,1.0
76.0,34.45,6,23,3,1372203900,41.97907082,-87.903039661,41.892507781,-87.626214906,17.4,,17031081500.0,Credit Card,,1200.0,8.0,7.49
33.0,12.65,7,14,4,1406729700,41.859349715,-87.617358006,41.89503345,-87.619710672,0.2,,17031081401.0,Credit Card,Taxi Affiliation Services,1320.0,8.0,4.05
32.0,7.05,11,17,5,1384451100,41.884987192,-87.620992913,41.905857769,-87.630865027,1.4,,17031080202.0,Cash,,600.0,8.0,0.0
22.0,8.05,3,2,1,1427597100,41.92276062,-87.699155343,41.92276062,-87.699155343,2.3,,,Cash,,480.0,22.0,0.0
32.0,5.05,9,9,7,1380359700,41.880994471,-87.632746489,41.870607372,-87.622172937,0.0,,17031320600.0,Credit Card,Taxi Affiliation Services,240.0,32.0,3.0
3.0,11.65,10,13,1,1445780700,41.96581197,-87.655878786,41.944226601,-87.655998182,3.8,,,Cash,Taxi Affiliation Services,900.0,6.0,0.0
8.0,6.05,5,9,2,1367833500,41.891971508,-87.612945414,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
32.0,11.85,2,19,5,1392924600,41.880994471,-87.632746489,41.912364354,-87.675062757,3.8,,17031240300.0,Cash,,900.0,24.0,0.0
24.0,5.25,1,17,2,1453138200,41.899737388,-87.664953917,41.89830587,-87.653613982,0.0,,17031842300.0,Credit Card,Taxi Affiliation Services,240.0,24.0,1.0
8.0,3.65,3,20,7,1426365900,41.892072635,-87.628874157,41.892072635,-87.628874157,0.1,,17031081600.0,Cash,Northwest Management LLC,60.0,8.0,0.0
8.0,5.65,10,10,3,1412678700,41.892042136,-87.63186395,41.899155613,-87.626210532,1.2,,17031081201.0,Credit Card,,240.0,8.0,1.0
77.0,3.25,1,20,7,1388867400,41.9867118,-87.663416405,41.9867118,-87.663416405,0.0,,,Cash,Chicago Elite Cab Corp. (Chicago Carriag,60.0,77.0,0.0
6.0,16.25,5,9,6,1401440400,41.944226601,-87.655998182,41.968069,-87.721559063,5.7,,,Cash,Taxi Affiliation Services,1380.0,14.0,0.0
32.0,4.65,10,16,3,1381248900,41.880994471,-87.632746489,41.879255084,-87.642648998,0.1,,17031281900.0,Credit Card,Northwest Management LLC,240.0,28.0,2.0
32.0,5.65,12,17,3,1417539600,41.880994471,-87.632746489,41.877406123,-87.621971652,0.0,,17031320400.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,32.0,0.0
32.0,5.65,3,15,4,1426088700,41.880994471,-87.632746489,41.885300022,-87.642808466,0.9,,17031280100.0,Credit Card,Northwest Management LLC,360.0,28.0,3.0
8.0,5.65,3,8,6,1364546700,41.899155613,-87.626210532,41.884987192,-87.620992913,1.1,,17031320100.0,Cash,Choice Taxi Association,240.0,32.0,0.0
8.0,6.65,9,18,5,1379613600,41.89503345,-87.619710672,41.877406123,-87.621971652,0.12,,17031320400.0,Cash,,480.0,32.0,0.0
28.0,7.85,3,10,7,1426329900,41.879255084,-87.642648998,41.870607372,-87.622172937,1.5,,17031320600.0,Cash,,660.0,32.0,0.0
32.0,5.85,11,19,3,1448394300,41.880994471,-87.632746489,41.867902418,-87.642958665,0.7,,17031841900.0,Cash,,420.0,28.0,0.0
76.0,35.65,9,10,1,1443348900,41.97907082,-87.903039661,,,17.9,,,Credit Card,,1320.0,,11.53
76.0,32.65,4,23,5,1429226100,41.97907082,-87.903039661,41.92926299,-87.635890954,15.5,,17031070101.0,Credit Card,Taxi Affiliation Services,1740.0,7.0,6.9
7.0,7.25,11,20,1,1384115400,41.914747305,-87.654007029,41.89321636,-87.63784421,0.1,,17031081800.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
6.0,12.65,2,22,7,1424556900,41.944226601,-87.655998182,41.9867118,-87.663416405,4.7,,,Cash,,840.0,77.0,0.0
32.0,5.25,11,11,4,1383736500,41.880994471,-87.632746489,41.89321636,-87.63784421,0.7,,17031081800.0,Cash,,300.0,8.0,0.0
8.0,19.65,7,2,2,1405908000,41.899602111,-87.633308037,41.954027649,-87.763399032,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,840.0,15.0,2.0
8.0,12.65,7,20,2,1405368900,41.899155613,-87.626210532,41.936310131,-87.651562592,4.1,,17031063000.0,Cash,Dispatch Taxi Affiliation,960.0,6.0,0.0
32.0,11.65,12,18,6,1418409900,41.880994471,-87.632746489,41.909495669,-87.630963601,0.1,,17031080201.0,Credit Card,Taxi Affiliation Services,1320.0,8.0,2.0
76.0,39.45,9,21,6,1443217500,41.980264315,-87.913624596,,,16.4,,,Credit Card,Choice Taxi Association,3360.0,,6.0
8.0,6.45,10,16,3,1413909900,41.89321636,-87.63784421,41.890922026,-87.618868355,1.1,,17031081403.0,Cash,,480.0,8.0,0.0
77.0,14.05,6,23,6,1403910000,41.979795551,-87.671445547,41.929077655,-87.646293476,5.4,,17031070200.0,Credit Card,,840.0,7.0,2.0
32.0,9.45,7,21,4,1374094800,41.880994471,-87.632746489,41.87866742,-87.671653621,22.0,,17031838100.0,Cash,Taxi Affiliation Services,840.0,28.0,0.0
28.0,4.45,7,1,7,1373679000,41.874005383,-87.66351755,41.874005383,-87.66351755,0.6,,,Credit Card,,60.0,28.0,3.0
32.0,15.25,6,18,7,1434824100,41.878865584,-87.625192142,41.947791586,-87.683834942,6.0,,,Cash,Choice Taxi Association,1080.0,5.0,0.0
24.0,16.45,5,19,5,1368126000,41.901206994,-87.676355989,41.944226601,-87.655998182,0.0,,,Cash,Taxi Affiliation Services,1740.0,6.0,0.0
8.0,21.45,5,22,6,1399674600,41.899602111,-87.633308037,42.009622881,-87.670166857,9.6,,,Cash,Taxi Affiliation Services,1260.0,1.0,0.0
8.0,9.05,4,23,5,1398380400,41.892507781,-87.626214906,41.914616286,-87.631717366,2.7,,17031071500.0,Credit Card,,660.0,7.0,3.0
6.0,16.65,3,17,4,1395250200,41.953400044,-87.646007066,41.880994471,-87.632746489,0.3,,17031839100.0,Cash,Blue Ribbon Taxi Association Inc.,1140.0,32.0,0.0
8.0,7.05,8,17,7,1439658900,41.902788048,-87.62614559,41.907412816,-87.640901525,1.4,,17031080400.0,Credit Card,Taxi Affiliation Services,540.0,8.0,2.0
24.0,10.65,8,14,7,1409408100,41.912364354,-87.675062757,41.90749193,-87.63576009,1.6,,17031080300.0,Cash,Dispatch Taxi Affiliation,1200.0,8.0,0.0
6.0,28.45,7,0,1,1405816200,41.945170453,-87.668794439,41.982775009,-87.8773054,0.7,,17031770700.0,Credit Card,Taxi Affiliation Services,1920.0,,8.8
8.0,9.25,11,3,7,1383966900,41.899602111,-87.633308037,41.901206994,-87.676355989,2.3,,,Cash,Dispatch Taxi Affiliation,720.0,24.0,0.0
8.0,21.45,9,20,5,1441310400,41.899602111,-87.633308037,41.954027649,-87.763399032,0.5,,,Credit Card,Taxi Affiliation Services,1080.0,15.0,5.0
76.0,37.25,3,12,2,1426507200,41.97907082,-87.903039661,41.884987192,-87.620992913,1.1,,17031320100.0,Credit Card,Taxi Affiliation Services,1680.0,32.0,7.85
17.0,20.85,9,7,7,1379747700,41.94651142,-87.806020002,41.94651142,-87.806020002,0.0,,,Cash,Taxi Affiliation Services,0.0,17.0,0.0
8.0,6.25,6,22,2,1401747300,41.892042136,-87.63186395,41.905857769,-87.630865027,0.0,,17031080202.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,8.0,0.0
33.0,12.65,12,18,7,1387044000,41.859349715,-87.617358006,41.899155613,-87.626210532,0.1,,17031081201.0,Cash,Taxi Affiliation Services,1500.0,8.0,0.0
