Temperature(F),Dew Point(F),Humidity(%),Wind Speed(mph),Pressure(in),Value
83.14666667,71.86,64.3,9.286666667,29.54,15.7788
83.335,71.75,64.17,9.46,29.58,17.2764
83.52333333,71.64,64.03,9.633333333,29.62,16.795
83.71166667,71.54,63.9,9.806666667,29.66,14.709
83.9,71.43,63.76,9.98,29.7,13.5323
84.08833333,71.32,63.63,10.15333333,29.73,12.9439
84.27666667,71.22,63.5,10.32666667,29.77,11.6603
84.465,71.11,63.36,10.5,29.81,11.2324
84.65333333,71,63.23,10.67333333,29.85,10.5905
84.84166667,70.9,63.09,10.84666667,29.88,10.9649
85.03,70.79,62.96,11.02,29.92,11.2324
84.82,70.92,63.41,11.03083333,29.92,11.9277
84.61,71.06,63.86,11.04166667,29.92,12.1951
84.4,71.19,64.31,11.0525,29.92,12.1416
84.19,71.33,64.75,11.06333333,29.92,13.5858
83.98,71.46,65.2,11.07416667,29.92,13.2649
83.77,71.6,65.65,11.085,29.92,13.3718
83.56,71.73,66.1,11.09583333,29.92,13.7997
83.35,71.86,66.55,11.10666667,29.92,13.1044
83.14,72,67,11.1175,29.92,13.6928
82.93,72.13,67.44,11.12833333,29.92,13.3184
82.72,72.27,67.89,11.13916667,29.92,13.3718
82.51,72.4,68.34,11.15,29.92,13.3184
82.09333333,72.57,69.36,10.55583333,29.89,14.0672
81.67666667,72.73,70.39,9.961666667,29.85,13.4253
81.26,72.9,71.41,9.3675,29.82,11.4463
80.84333333,73.06,72.43,8.773333333,29.78,10.4835
80.42666667,73.23,73.45,8.179166667,29.75,8.665
80.01,73.4,74.47,7.585,29.72,8.1301
79.59333333,73.56,75.5,6.990833333,29.68,7.4347
79.17666667,73.73,76.52,6.396666667,29.65,7.7022
78.76,73.89,77.54,5.8025,29.61,7.6487
78.34333333,74.06,78.56,5.208333333,29.58,8.2371
77.92666667,74.22,79.59,4.614166667,29.54,9.2533
77.51,74.39,80.61,4.02,29.51,8.8254
77.63916667,74.37,80.92,4.018333333,29.54,8.3975
77.76833333,74.36,81.22,4.016666667,29.58,8.1836
77.8975,74.34,81.53,4.015,29.61,7.9161
78.02666667,74.33,81.84,4.013333333,29.65,7.5952
78.15583333,74.31,82.15,4.011666667,29.68,8.2371
78.285,74.3,82.46,4.01,29.72,7.7557
78.41416667,74.28,82.76,4.008333333,29.75,7.7022
78.54333333,74.26,83.07,4.006666667,29.78,7.8626
78.6725,74.25,83.38,4.005,29.82,7.1673
78.80166667,74.23,83.68,4.003333333,29.85,6.3115
78.93083333,74.22,83.99,4.001666667,29.89,6.365
79.06,74.2,84.3,4,29.92,6.258
78.92,74.09,84.96,3.830833333,29.87,6.365
78.78,73.97,85.62,3.661666667,29.82,6.7394
78.64,73.86,86.28,3.4925,29.77,5.9371
78.5,73.74,86.94,3.323333333,29.72,5.4022
78.36,73.63,87.6,3.154166667,29.67,5.2418
78.22,73.52,88.26,2.985,29.62,5.2418
78.08,73.4,88.92,2.815833333,29.56,4.8674
77.94,73.29,89.58,2.646666667,29.51,4.8674
77.8,73.17,90.24,2.4775,29.46,4.7069
77.66,73.06,90.9,2.308333333,29.41,4.5464
77.52,72.94,91.56,2.139166667,29.36,4.4929
77.38,72.83,92.22,1.97,29.31,4.5464
77.31916667,73.02,92.43,1.974166667,29.31,4.5464
77.25833333,73.22,92.64,1.978333333,29.31,4.6534
77.1975,73.41,92.86,1.9825,29.31,4.4929
77.13666667,73.6,93.07,1.986666667,29.31,4.3325
77.07583333,73.79,93.28,1.990833333,29.31,4.4929
77.015,73.98,93.5,1.995,29.3,4.5464
76.95416667,74.18,93.71,1.999166667,29.3,4.3325
76.89333333,74.37,93.92,2.003333333,29.3,4.3325
76.8325,74.56,94.13,2.0075,29.3,4.172
76.77166667,74.76,94.34,2.011666667,29.3,4.2255
76.71083333,74.95,94.56,2.015833333,29.3,4.2255
76.65,75.14,94.77,2.02,29.3,4.4395
76.74333333,75.13,94.73,1.851666667,29.29,4.2255
76.83666667,75.13,94.69,1.683333333,29.29,4.3325
76.93,75.12,94.65,1.515,29.28,4.2255
77.02333333,75.11,94.61,1.346666667,29.27,4.4395
77.11666667,75.11,94.57,1.178333333,29.27,4.1185
77.21,75.1,94.53,1.01,29.26,3.9581
77.30333333,75.09,94.49,0.841666667,29.25,3.9581
77.39666667,75.09,94.45,0.673333333,29.25,4.279
77.49,75.08,94.41,0.505,29.24,4.0116
77.58333333,75.07,94.37,0.336666667,29.23,4.9743
77.67666667,75.07,94.33,0.168333333,29.23,5.1883
77.77,75.06,94.29,0,29.22,5.5092
77.77239583,75.07,94.28,0,29.22,6.5255
77.77479167,75.08,94.28,0,29.22,6.5789
77.7771875,75.09,94.27,0,29.22,7.1673
77.77958333,75.09,94.26,0,29.22,7.9696
77.78197917,75.1,94.25,0,29.22,9.3068
77.784375,75.11,94.24,0,29.22,9.5742
77.78677083,75.12,94.24,0,29.22,9.8952
77.78916667,75.13,94.23,0,29.22,10.751
77.7915625,75.14,94.22,0,29.23,11.3393
77.79395833,75.14,94.22,0,29.23,12.8905
77.79635417,75.15,94.21,0,29.23,13.1044
77.79875,75.16,94.2,0,29.23,14.2276
77.80114583,75.17,94.19,0,29.23,15.1369
77.80354167,75.18,94.18,0,29.23,16.6881
77.8059375,75.19,94.18,0,29.23,16.8485
77.80833333,75.2,94.17,0,29.23,16.4206
77.81072917,75.2,94.16,0,29.23,13.6928
77.813125,75.21,94.16,0,29.23,13.6928
77.81552083,75.22,94.15,0,29.23,13.1044
77.81791667,75.23,94.14,0,29.23,13.5323
77.8203125,75.24,94.13,0,29.23,12.73
77.82270833,75.25,94.12,0,29.23,12.5695
77.82510417,75.25,94.12,0,29.23,12.1951
77.8275,75.26,94.11,0,29.24,12.3021
77.82989583,75.27,94.1,0,29.24,12.9439
77.83229167,75.28,94.1,0,29.24,13.7997
77.8346875,75.29,94.09,0,29.24,12.1951
77.83708333,75.3,94.08,0,29.24,11.8207
77.83947917,75.3,94.07,0,29.24,11.6603
77.841875,75.31,94.06,0,29.24,11.7672
77.84427083,75.32,94.06,0,29.24,11.4998
77.84666667,75.33,94.05,0,29.24,12.3556
77.8490625,75.34,94.04,0,29.24,12.0881
77.85145833,75.35,94.04,0,29.24,12.73
77.85385417,75.36,94.03,0,29.24,14.0137
77.85625,75.36,94.02,0,29.24,13.9602
77.85864583,75.37,94.01,0,29.24,13.5858
77.86104167,75.38,94,0,29.24,12.2486
77.8634375,75.39,94,0,29.24,10.3766
77.86583333,75.4,93.99,0,29.24,10.8579
77.86822917,75.41,93.98,0,29.25,10.1626
77.870625,75.41,93.98,0,29.25,9.0929
77.87302083,75.42,93.97,0,29.25,8.0766
77.87541667,75.43,93.96,0,29.25,8.0766
77.8778125,75.44,93.95,0,29.25,7.5952
77.88020833,75.45,93.94,0,29.25,7.4347
77.88260417,75.46,93.94,0,29.25,7.9161
77.885,75.46,93.93,0,29.25,8.2371
77.88739583,75.47,93.92,0,29.25,7.9696
77.88979167,75.48,93.92,0,29.25,8.344
77.8921875,75.49,93.91,0,29.25,8.558
77.89458333,75.5,93.9,0,29.25,8.6115
77.89697917,75.51,93.89,0,29.25,9.6277
77.899375,75.52,93.88,0,29.25,8.0766
77.90177083,75.52,93.88,0,29.25,7.7557
77.90416667,75.53,93.87,0,29.26,7.8626
77.9065625,75.54,93.86,0,29.26,7.3278
77.90895833,75.55,93.86,0,29.26,6.9534
77.91135417,75.56,93.85,0,29.26,6.8999
77.91375,75.57,93.84,0,29.26,6.258
77.91614583,75.57,93.83,0,29.26,6.5789
77.91854167,75.58,93.82,0,29.26,6.151
77.9209375,75.59,93.82,0,29.26,6.4185
77.92333333,75.6,93.81,0,29.26,5.9371
77.92572917,75.61,93.8,0,29.26,5.7232
77.928125,75.62,93.8,0,29.26,5.5627
77.93052083,75.63,93.79,0,29.26,5.7232
77.93291667,75.63,93.78,0,29.26,5.8836
77.9353125,75.64,93.77,0,29.26,5.5627
77.93770833,75.65,93.76,0,29.26,5.5092
77.94010417,75.66,93.76,0,29.26,5.7232
77.9425,75.67,93.75,0,29.26,5.8301
77.94489583,75.68,93.74,0,29.27,5.5627
77.94729167,75.68,93.74,0,29.27,5.5092
77.9496875,75.69,93.73,0,29.27,5.4557
77.95208333,75.7,93.72,0,29.27,5.2418
77.95447917,75.71,93.71,0,29.27,4.9743
77.956875,75.72,93.7,0,29.27,5.1883
77.95927083,75.73,93.7,0,29.27,5.2418
77.96166667,75.74,93.69,0,29.27,5.2953
77.9640625,75.74,93.68,0,29.27,5.0813
77.96645833,75.75,93.68,0,29.27,5.1883
77.96885417,75.76,93.67,0,29.27,5.2418
77.97125,75.77,93.66,0,29.27,5.4022
77.97364583,75.78,93.65,0,29.27,5.3487
77.97604167,75.79,93.64,0,29.27,5.0278
77.9784375,75.79,93.64,0,29.27,4.9208
77.98083333,75.8,93.63,0,29.28,5.5627
77.98322917,75.81,93.62,0,29.28,5.0278
77.985625,75.82,93.62,0,29.28,5.1348
77.98802083,75.83,93.61,0,29.28,5.2953
77.99041667,75.84,93.6,0,29.28,5.7766
77.9928125,75.84,93.59,0,29.28,5.6162
77.99520833,75.85,93.58,0,29.28,5.6162
77.99760417,75.86,93.58,0,29.28,5.0813
78,75.87,93.57,0,29.28,5.5627
78.23944444,75.86,93.02,0.358333333,29.28,6.8999
78.47888889,75.85,92.48,0.716666667,29.27,8.451
78.71833333,75.84,91.93,1.075,29.27,11.6603
78.95777778,75.83,91.38,1.433333333,29.27,13.5323
79.19722222,75.83,90.84,1.791666667,29.26,12.8905
79.43666667,75.82,90.29,2.15,29.26,14.0137
79.67611111,75.81,89.75,2.508333333,29.26,15.2974
79.91555556,75.8,89.2,2.866666667,29.25,15.5648
80.155,75.79,88.65,3.225,29.25,16.6881
80.39444444,75.78,88.11,3.583333333,29.25,18.3997
80.63388889,75.77,87.56,3.941666667,29.24,18.2392
80.87333333,75.76,87.01,4.3,29.24,20.1647
81.11277778,75.75,86.47,4.658333333,29.24,21.8763
81.35222222,75.75,85.92,5.016666667,29.23,23.8019
81.59166667,75.74,85.37,5.375,29.23,25.0321
81.83111111,75.73,84.83,5.733333333,29.23,24.4972
82.07055556,75.72,84.28,6.091666667,29.22,22.6252
82.31,75.71,83.74,6.45,29.22,20.8066
82.54944444,75.7,83.19,6.808333333,29.22,19.2555
82.78888889,75.69,82.64,7.166666667,29.21,18.6671
83.02833333,75.68,82.1,7.525,29.21,18.3462
83.26777778,75.67,81.55,7.883333333,29.21,19.0415
83.50722222,75.67,81,8.241666667,29.2,19.5229
83.74666667,75.66,80.46,8.6,29.2,18.9345
83.98611111,75.65,79.91,8.958333333,29.2,18.7206
84.22555556,75.64,79.36,9.316666667,29.19,20.4857
84.465,75.63,78.82,9.675,29.19,20.6461
84.70444444,75.62,78.27,10.03333333,29.19,18.881
84.94388889,75.61,77.72,10.39166667,29.18,18.4531
85.18333333,75.6,77.18,10.75,29.18,19.3089
85.42277778,75.59,76.63,11.10833333,29.18,18.5066
85.66222222,75.59,76.09,11.46666667,29.17,19.2555
85.90166667,75.58,75.54,11.825,29.17,19.4694
86.14111111,75.57,74.99,12.18333333,29.17,20.2182
86.38055556,75.56,74.45,12.54166667,29.16,20.6996
86.62,75.55,73.9,12.9,29.16,21.395
86.18916667,75.63,74.55,13.16833333,29.18,19.8438
85.75833333,75.71,75.19,13.43666667,29.2,19.0415
85.3275,75.79,75.84,13.705,29.22,16.1532
84.89666667,75.87,76.48,13.97333333,29.24,14.709
84.46583333,75.95,77.13,14.24166667,29.26,13.1044
84.035,76.03,77.78,14.51,29.28,11.3928
83.60416667,76.1,78.42,14.77833333,29.31,10.8579
83.17333333,76.18,79.07,15.04666667,29.33,9.6277
82.7425,76.26,79.71,15.315,29.35,9.6812
82.31166667,76.34,80.36,15.58333333,29.37,9.4673
81.88083333,76.42,81,15.85166667,29.39,8.8789
81.45,76.5,81.65,16.12,29.41,10.0021
80.71833333,76.13,82.85,16.12333333,29.43,9.8417
79.98666667,75.76,84.06,16.12666667,29.45,9.6812
79.255,75.39,85.26,16.13,29.48,9.1463
78.52333333,75.02,86.46,16.13333333,29.5,8.665
77.79166667,74.65,87.66,16.13666667,29.52,7.8092
77.06,74.28,88.86,16.14,29.54,7.0068
76.32833333,73.92,90.07,16.14333333,29.56,7.3278
75.59666667,73.55,91.27,16.14666667,29.58,7.1138
74.865,73.18,92.47,16.15,29.6,6.8999
74.13333333,72.81,93.68,16.15333333,29.63,6.4185
73.40166667,72.44,94.88,16.15666667,29.65,6.2045
72.67,72.07,96.08,16.16,29.67,6.5789
72.75083333,72.12,96.14,14.98333333,29.64,6.472
72.83166667,72.16,96.19,13.80666667,29.6,6.151
72.9125,72.21,96.25,12.63,29.57,5.8301
72.99333333,72.26,96.3,11.45333333,29.54,5.5627
73.07416667,72.3,96.36,10.27666667,29.5,5.3487
73.155,72.35,96.42,9.1,29.47,5.2418
73.23583333,72.4,96.47,7.923333333,29.44,5.2418
73.31666667,72.44,96.53,6.746666667,29.4,5.2418
73.3975,72.49,96.58,5.57,29.37,5.1348
73.47833333,72.54,96.64,4.393333333,29.34,5.3487
73.55916667,72.58,96.69,3.216666667,29.3,5.2418
73.64,72.63,96.75,2.04,29.27,5.1348
73.6925,72.77,96.97,2.199166667,29.33,5.2418
73.745,72.91,97.19,2.358333333,29.38,4.9743
73.7975,73.06,97.42,2.5175,29.44,4.9208
73.85,73.2,97.64,2.676666667,29.49,4.9208
73.9025,73.34,97.86,2.835833333,29.55,5.0813
73.955,73.48,98.08,2.995,29.6,4.8139
74.0075,73.63,98.3,3.154166667,29.66,4.7069
74.06,73.77,98.52,3.313333333,29.72,4.9208
74.1125,73.91,98.74,3.4725,29.77,4.7604
74.165,74.06,98.97,3.631666667,29.83,4.7069
74.2175,74.2,99.19,3.790833333,29.88,4.7604
74.27,74.34,99.41,3.95,29.94,4.6534
74.385,74.22,99.19,4.361666667,29.92,4.6534
74.5,74.1,98.96,4.773333333,29.91,4.6534
74.615,73.98,98.74,5.185,29.89,4.7069
74.73,73.86,98.51,5.596666667,29.87,4.6534
74.845,73.74,98.29,6.008333333,29.86,4.7069
74.96,73.62,98.06,6.42,29.84,4.4395
75.075,73.49,97.84,6.831666667,29.82,4.7069
75.19,73.37,97.62,7.243333333,29.81,4.4929
75.305,73.25,97.39,7.655,29.79,4.9743
75.42,73.13,97.17,8.066666667,29.77,4.8139
75.535,73.01,96.94,8.478333333,29.76,4.7604
75.65,72.89,96.72,8.89,29.74,4.7069
75.7825,73.03,96.23,8.725,29.69,6.258
75.915,73.17,95.74,8.56,29.64,8.3975
76.0475,73.31,95.26,8.395,29.6,9.8952
76.18,73.45,94.77,8.23,29.55,10.5905
76.3125,73.59,94.28,8.065,29.5,11.6603
76.445,73.73,93.79,7.9,29.46,12.5695
76.5775,73.87,93.3,7.735,29.41,12.7835
76.71,74.01,92.81,7.57,29.36,12.73
76.8425,74.15,92.32,7.405,29.31,13.0509
76.975,74.29,91.84,7.24,29.26,13.7463
77.1075,74.43,91.35,7.075,29.22,13.3718
77.24,74.57,90.86,6.91,29.17,14.6021
77.43583333,74.5,90.49,6.668333333,29.21,17.5974
77.63166667,74.43,90.11,6.426666667,29.25,18.9345
77.8275,74.36,89.74,6.185,29.28,20.2182
78.02333333,74.29,89.37,5.943333333,29.32,19.7903
78.21916667,74.22,88.99,5.701666667,29.36,14.4951
78.415,74.16,88.62,5.46,29.4,14.709
78.61083333,74.09,88.25,5.218333333,29.44,13.2649
78.80666667,74.02,87.87,4.976666667,29.48,12.3021
79.0025,73.95,87.5,4.735,29.52,11.6603
79.19833333,73.88,87.13,4.493333333,29.55,10.8579
79.39416667,73.81,86.75,4.251666667,29.59,11.2858
79.59,73.74,86.38,4.01,29.63,11.2858
79.54166667,73.88,86.34,4.25,29.6,11.9277
79.49333333,74.02,86.3,4.49,29.56,12.6765
79.445,74.16,86.27,4.73,29.53,13.1579
79.39666667,74.3,86.23,4.97,29.5,12.73
79.34833333,74.44,86.19,5.21,29.46,12.1951
79.3,74.57,86.16,5.45,29.43,12.5695
79.25166667,74.71,86.12,5.69,29.4,12.9974
79.20333333,74.85,86.08,5.93,29.36,12.837
79.155,74.99,86.04,6.17,29.33,12.4626
79.10666667,75.13,86.01,6.41,29.3,12.4091
79.05833333,75.27,85.97,6.65,29.26,13.6928
79.01,75.41,85.93,6.89,29.23,13.3184
78.98583333,75.26,86.34,6.651666667,29.25,14.3346
78.96166667,75.11,86.76,6.413333333,29.28,15.4579
78.9375,74.97,87.17,6.175,29.3,12.837
78.91333333,74.82,87.58,5.936666667,29.33,10.6975
78.88916667,74.67,88,5.698333333,29.35,9.7347
78.865,74.53,88.41,5.46,29.38,8.665
78.84083333,74.38,88.82,5.221666667,29.4,7.8626
78.81666667,74.23,89.24,4.983333333,29.42,8.344
78.7925,74.08,89.65,4.745,29.45,9.0929
78.76833333,73.94,90.06,4.506666667,29.47,8.1836
78.74416667,73.79,90.48,4.268333333,29.5,7.6487
78.72,73.64,90.89,4.03,29.52,8.0766
78.57166667,73.69,91.38,3.8625,29.52,7.8626
78.42333333,73.75,91.86,3.695,29.51,8.7719
78.275,73.81,92.35,3.5275,29.5,7.7557
78.12666667,73.86,92.83,3.36,29.5,7.7557
77.97833333,73.91,93.32,3.1925,29.5,8.1301
77.83,73.97,93.8,3.025,29.49,7.7022
77.68166667,74.03,94.29,2.8575,29.48,7.0603
77.53333333,74.08,94.78,2.69,29.48,6.7929
77.385,74.13,95.26,2.5225,29.48,6.8464
77.23666667,74.19,95.75,2.355,29.47,6.0441
77.08833333,74.24,96.23,2.1875,29.46,5.6162
76.94,74.3,96.72,2.02,29.46,5.8836
76.84666667,74.3,96.52,2.1875,29.43,5.2418
76.75333333,74.3,96.33,2.355,29.41,5.4022
76.66,74.3,96.14,2.5225,29.38,4.8674
76.56666667,74.29,95.94,2.69,29.35,5.1348
76.47333333,74.29,95.74,2.8575,29.33,4.8674
76.38,74.29,95.55,3.025,29.3,4.5999
76.28666667,74.29,95.35,3.1925,29.27,4.9743
76.19333333,74.29,95.16,3.36,29.25,5.5627
76.1,74.28,94.96,3.5275,29.22,5.2418
76.00666667,74.28,94.77,3.695,29.19,4.7604
75.91333333,74.28,94.57,3.8625,29.17,4.6534
75.82,74.28,94.38,4.03,29.14,4.5999
75.735,74.27,94.56,4.2725,29.22,4.5999
75.65,74.26,94.73,4.515,29.3,4.6534
75.565,74.26,94.91,4.7575,29.38,4.5464
75.48,74.25,95.09,5,29.46,4.4929
75.395,74.24,95.26,5.2425,29.54,4.172
75.31,74.23,95.44,5.485,29.62,4.3325
75.225,74.22,95.62,5.7275,29.69,4.4395
75.14,74.21,95.79,5.97,29.77,4.386
75.055,74.21,95.97,6.2125,29.85,4.1185
74.97,74.2,96.15,6.455,29.93,4.172
74.885,74.19,96.32,6.6975,30.01,4.3325
74.8,74.18,96.5,6.94,30.09,4.172
74.6575,74.29,96.93,7.2875,30.04,3.9581
74.515,74.39,97.37,7.635,29.98,3.8511
74.3725,74.5,97.8,7.9825,29.92,3.9581
74.23,74.61,98.24,8.33,29.87,3.7976
74.0875,74.71,98.67,8.6775,29.82,4.0116
73.945,74.82,99.1,9.025,29.76,4.172
73.8025,74.93,99.54,9.3725,29.7,4.2255
73.66,75.03,99.97,9.72,29.65,4.3325
73.5175,75.14,100.41,10.0675,29.6,4.1185
73.375,75.25,100.84,10.415,29.54,3.9046
73.2325,75.35,101.28,10.7625,29.48,4.065
73.09,75.46,101.71,11.11,29.43,4.065
73.53083333,75.55,101.52,10.94,29.5,5.6697
73.97166667,75.64,101.33,10.77,29.57,7.7557
74.4125,75.72,101.14,10.6,29.64,10.4835
74.85333333,75.81,100.94,10.43,29.71,12.3021
75.29416667,75.9,100.75,10.26,29.78,11.4463
75.735,75.99,100.56,10.09,29.86,11.8742
76.17583333,76.08,100.37,9.92,29.93,10.9114
76.61666667,76.17,100.18,9.75,30,9.9487
77.0575,76.26,99.98,9.58,30.07,10.6975
77.49833333,76.34,99.79,9.41,30.14,11.9277
77.93916667,76.43,99.6,9.24,30.21,13.1579
78.38,76.52,99.41,9.07,30.28,14.1207
78.22166667,76.18,98.52,9.978333333,30.26,16.3137
78.06333333,75.83,97.64,10.88666667,30.23,17.5974
77.905,75.49,96.75,11.795,30.21,18.2927
77.74666667,75.15,95.87,12.70333333,30.18,16.7416
77.58833333,74.8,94.98,13.61166667,30.16,13.0509
77.43,74.46,94.1,14.52,30.14,12.623
77.27166667,74.12,93.21,15.42833333,30.11,12.0347
77.11333333,73.77,92.32,16.33666667,30.09,10.43
76.955,73.43,91.44,17.245,30.06,9.3068
76.79666667,73.09,90.55,18.15333333,30.04,8.6115
76.63833333,72.74,89.67,19.06166667,30.01,9.4138
76.48,72.4,88.78,19.97,29.99,11.0719
76.39,72.29,88.31,19.62916667,29.95,10.1091
76.3,72.17,87.83,19.28833333,29.92,10.3766
76.21,72.06,87.36,18.9475,29.88,10.5905
76.12,71.94,86.88,18.60666667,29.85,10.8045
76.03,71.82,86.41,18.26583333,29.81,11.0184
75.94,71.71,85.94,17.925,29.78,11.3928
75.85,71.6,85.46,17.58416667,29.74,11.3393
75.76,71.48,84.99,17.24333333,29.7,11.4998
75.67,71.36,84.51,16.9025,29.67,11.9812
75.58,71.25,84.04,16.56166667,29.63,12.837
75.49,71.13,83.56,16.22083333,29.6,12.623
75.4,71.02,83.09,15.88,29.56,12.0881
75.39916667,70.8,83.16,15.89166667,29.62,12.4626
75.39833333,70.57,83.23,15.90333333,29.67,12.516
75.3975,70.34,83.3,15.915,29.73,10.9114
75.39666667,70.12,83.37,15.92666667,29.78,10.43
75.39583333,69.9,83.44,15.93833333,29.84,10.1091
75.395,69.67,83.52,15.95,29.9,8.8789
75.39416667,69.44,83.59,15.96166667,29.95,7.9696
75.39333333,69.22,83.66,15.97333333,30.01,7.6487
75.3925,68.99,83.73,15.985,30.06,7.0603
75.39166667,68.77,83.8,15.99666667,30.12,6.8464
75.39083333,68.54,83.87,16.00833333,30.17,6.3115
75.39,68.32,83.94,16.02,30.23,7.4882
75.13,68.36,83.98,16.16833333,30.23,6.4185
74.87,68.4,84.01,16.31666667,30.23,7.0068
74.61,68.44,84.05,16.465,30.23,7.1673
74.35,68.49,84.08,16.61333333,30.23,7.5417
74.09,68.53,84.12,16.76166667,30.23,6.8464
73.83,68.57,84.16,16.91,30.23,6.7929
73.57,68.61,84.19,17.05833333,30.23,6.8464
73.31,68.65,84.23,17.20666667,30.23,7.2208
73.05,68.69,84.26,17.355,30.23,6.472
72.79,68.74,84.3,17.50333333,30.23,6.365
72.53,68.78,84.33,17.65166667,30.23,6.8999
72.27,68.82,84.37,17.8,30.23,6.2045
72.22,68.68,84.25,17.415,30.22,6.2045
72.17,68.53,84.13,17.03,30.2,5.5627
72.12,68.39,84.01,16.645,30.19,5.0278
72.07,68.25,83.89,16.26,30.18,4.7069
72.02,68.1,83.77,15.875,30.16,4.9208
71.97,67.96,83.66,15.49,30.15,4.6534
71.92,67.82,83.54,15.105,30.14,4.6534
71.87,67.67,83.42,14.72,30.12,4.9208
71.82,67.53,83.3,14.335,30.11,4.7604
71.77,67.39,83.18,13.95,30.1,4.7069
71.72,67.24,83.06,13.565,30.08,4.5999
71.67,67.1,82.94,13.18,30.07,4.6534
71.645,67.19,83.45,12.67083333,30.04,4.9208
71.62,67.29,83.96,12.16166667,30.01,4.4929
71.595,67.38,84.46,11.6525,29.98,4.5999
71.57,67.48,84.97,11.14333333,29.94,4.4395
71.545,67.57,85.48,10.63416667,29.91,4.5464
71.52,67.66,85.98,10.125,29.88,4.3325
71.495,67.76,86.49,9.615833333,29.85,4.2255
71.47,67.85,87,9.106666667,29.82,4.279
71.445,67.95,87.51,8.5975,29.78,4.279
71.42,68.04,88.02,8.088333333,29.75,4.4395
71.395,68.14,88.52,7.579166667,29.72,4.386
71.37,68.23,89.03,7.07,29.69,4.3325
71.53666667,68.16,88.26,7.565,29.74,4.3325
71.70333333,68.09,87.49,8.06,29.8,4.3325
71.87,68.02,86.72,8.555,29.86,4.386
72.03666667,67.95,85.95,9.05,29.91,4.2255
72.20333333,67.88,85.18,9.545,29.96,3.7441
72.37,67.81,84.4,10.04,30.02,3.7976
72.53666667,67.74,83.63,10.535,30.08,4.1185
72.70333333,67.67,82.86,11.03,30.13,5.0278
72.87,67.6,82.09,11.525,30.18,5.2953
73.03666667,67.53,81.32,12.02,30.24,5.2953
73.20333333,67.46,80.55,12.515,30.3,5.1883
73.37,67.39,79.78,13.01,30.35,4.4929
73.5975,67.5,79.43,13.42166667,30.32,5.9371
73.825,67.61,79.08,13.83333333,30.29,8.3975
74.0525,67.72,78.73,14.245,30.26,8.7719
74.28,67.83,78.38,14.65666667,30.23,9.5208
74.5075,67.94,78.03,15.06833333,30.2,9.7347
74.735,68.04,77.68,15.48,30.17,10.1626
74.9625,68.15,77.32,15.89166667,30.14,10.8579
75.19,68.26,76.97,16.30333333,30.11,11.8207
75.4175,68.37,76.62,16.715,30.08,13.3718
75.645,68.48,76.27,17.12666667,30.05,13.4788
75.8725,68.59,75.92,17.53833333,30.02,13.6393
76.1,68.7,75.57,17.95,29.99,12.837
76.38666667,68.71,75.1,17.78666667,29.99,15.5113
76.67333333,68.71,74.63,17.62333333,29.99,17.6508
76.96,68.72,74.16,17.46,29.99,18.5066
77.24666667,68.73,73.7,17.29666667,29.99,17.3299
77.53333333,68.73,73.23,17.13333333,29.99,14.2276
77.82,68.74,72.76,16.97,29.98,12.7835
78.10666667,68.75,72.29,16.80666667,29.98,11.7137
78.39333333,68.75,71.82,16.64333333,29.98,10.2696
78.68,68.76,71.36,16.48,29.98,9.1998
78.96666667,68.77,70.89,16.31666667,29.98,8.8789
79.25333333,68.77,70.42,16.15333333,29.98,9.3603
79.54,68.78,69.95,15.99,29.98,10.1626
79.06916667,68.72,70.82,15.99583333,30,10.6975
78.59833333,68.65,71.68,16.00166667,30.01,10.644
78.1275,68.59,72.55,16.0075,30.03,10.4835
77.65666667,68.53,73.42,16.01333333,30.05,10.644
77.18583333,68.46,74.28,16.01916667,30.06,10.8045
76.715,68.4,75.15,16.025,30.08,11.1789
76.24416667,68.34,76.02,16.03083333,30.1,11.4463
75.77333333,68.27,76.88,16.03666667,30.11,11.3393
75.3025,68.21,77.75,16.0425,30.13,11.1789
74.83166667,68.15,78.62,16.04833333,30.15,11.6603
74.36083333,68.08,79.48,16.05416667,30.16,12.4091
73.89,68.02,80.35,16.06,30.18,13.1044
73.78666667,68.2,81.01,16.03,30.17,13.5323
73.68333333,68.38,81.67,16,30.15,13.1579
73.58,68.55,82.33,15.97,30.14,11.3928
73.47666667,68.73,82.99,15.94,30.13,10.2161
73.37333333,68.91,83.65,15.91,30.11,8.665
73.27,69.09,84.32,15.88,30.1,8.7184
73.16666667,69.27,84.98,15.85,30.09,8.3975
73.06333333,69.45,85.64,15.82,30.07,8.7184
72.96,69.62,86.3,15.79,30.06,8.2371
72.85666667,69.8,86.96,15.76,30.05,8.1836
72.75333333,69.98,87.62,15.73,30.03,7.8626
72.65,70.16,88.28,15.7,30.02,7.5952
72.70583333,69.93,87.8,15.4725,30.05,7.6487
72.76166667,69.7,87.32,15.245,30.08,7.7557
72.8175,69.46,86.84,15.0175,30.1,7.7022
72.87333333,69.23,86.36,14.79,30.13,7.3813
72.92916667,69,85.88,14.5625,30.16,7.1138
72.985,68.77,85.4,14.335,30.19,7.2743
73.04083333,68.54,84.92,14.1075,30.22,7.6487
73.09666667,68.31,84.44,13.88,30.25,7.7557
73.1525,68.07,83.96,13.6525,30.28,6.8999
73.20833333,67.84,83.48,13.425,30.3,6.4185
73.26416667,67.61,83,13.1975,30.33,6.0441
73.32,67.38,82.52,12.97,30.36,5.8836
